Timestamp,Πόσα χρόνια δουλεύεις επαγγελματικά ως προγραμματιστής;,Με τι είδος development ασχολείσαι επαγγελματικά αυτή την περίοδο;,Σε ποιες γλώσσες προγραμματισμού δουλεύεις  επαγγελματικά αυτή την περίοδο;,Τι μέγεθος είναι η εταιρεία που δουλεύεις;,Ποιος είναι ο τρόπος εργασίας;,Έχεις άτομα υπό την επίβλεψη σου;,Έχεις προσωπικά projects ή κάνεις freelancing πέρα από την κύρια εργασία σου;,Σε ποια πόλη μένεις;,Σε ποια πόλη δουλεύεις;,Φύλλο;,Ποιος είναι ο ετήσιος καθαρός μισθός σου;
8/10/2020 18:26:06,6-10,"Backend, Frontend","Java, JavaScript",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,18600
8/10/2020 19:09:25,4-5,Mobile apps,Kotlin,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19600
8/11/2020 0:14:14,4-5,Backend,"Java, Python",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/11/2020 2:28:49,4-5,Mobile apps,"Java, Kotlin",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18700
8/11/2020 3:59:11,1-3,"Backend, Frontend","Java, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17800
8/11/2020 12:49:16,6-10,Backend,"JavaScript, Ruby",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,22500
8/11/2020 14:21:06,1-3,Backend,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15400
8/11/2020 15:25:59,4-5,Backend,Java,101-200,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,,22000
8/11/2020 17:34:37,1-3,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15600
8/11/2020 18:29:52,4-5,"Backend, Frontend","Java, JavaScript",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,23200
8/11/2020 19:39:31,4-5,"DevOps, Desktop apps","Java, Python, Bash",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,21700
8/11/2020 20:22:10,6-10,"Backend, Frontend","Java, Python, JavaScript",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,23000
8/11/2020 20:51:10,6-10,DevOps,"Python, Ruby, Go, Perl, Bash",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,28000
8/11/2020 22:12:22,1-3,Desktop apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/12/2020 0:22:42,1-3,"Mobile apps, Desktop apps",Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
8/12/2020 1:33:35,6-10,Mobile apps,"Java, Kotlin",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,30600
8/12/2020 2:03:21,11+,"Backend, Frontend","Java, JavaScript",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,57000
8/12/2020 15:21:36,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16200
8/12/2020 16:17:03,4-5,"Backend, Frontend","Java, JavaScript",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20800
8/12/2020 17:21:59,6-10,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,27200
8/12/2020 18:25:44,1-3,DevOps,"Python, Ruby, Bash",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16700
8/12/2020 19:23:50,4-5,"Mobile apps, Desktop apps",Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19400
8/13/2020 2:49:47,1-3,DevOps,"Python, Bash",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/13/2020 3:23:56,4-5,"Backend, Frontend","Java, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,21500
8/13/2020 14:49:16,1-3,Desktop apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14500
8/13/2020 15:32:42,6-10,"Backend, Frontend","Java, JavaScript",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,24000
8/13/2020 16:14:57,4-5,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20500
8/13/2020 17:40:56,1-3,Backend,Java,501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/13/2020 18:50:30,1-3,Mobile apps,Kotlin,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17000
8/13/2020 20:57:18,6-10,"DevOps, Backend","Java, Python, Ruby",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,24500
8/13/2020 22:28:45,1-3,DevOps,"Python, Ruby, Go",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17300
8/14/2020 0:43:31,4-5,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,23000
8/14/2020 2:11:20,1-3,Mobile apps,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15600
8/14/2020 2:52:34,4-5,"Backend, Frontend","Java, Python, JavaScript",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,18700
8/14/2020 14:32:25,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15250
8/14/2020 17:52:25,1-3,Desktop apps,C#,11-50,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,,,13000
8/14/2020 22:42:07,6-10,"Backend, Frontend","Python, Ruby",201-500,Και τα δύο,Ναι,Ναι,Αθήνα,Αθήνα,Άντρας,32200
8/15/2020 1:22:01,1-3,Security DevOp,"Java, C, Python, Ruby, Go",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,21000
8/15/2020 2:32:05,Δε δουλεύω ακόμα,"Frontend, Mobile apps, Desktop apps","Java, C, C++, JavaScript, Kotlin",<10,Στον χώρο του εργοδότη,Όχι,,Αθήνα,,Άντρας,15000
8/15/2020 14:34:42,4-5,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,,19700
8/15/2020 16:27:24,6-10,Backend,Java,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,25000
8/16/2020 18:40:07,4-5,"Backend, Frontend","Python, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19700
8/16/2020 21:21:35,1-3,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
8/17/2020 1:21:25,6-10,"Backend, Frontend, Desktop apps","Java, JavaScript",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,27200
8/17/2020 11:11:55,1-3,Mobile apps,Kotlin,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/17/2020 13:01:32,11+,Frontend,JavaScript,51-100,Στον χώρο του εργοδότη,Ναι,Ναι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,30000
8/17/2020 13:16:32,4-5,DevOps,"Python, Ruby, Bash",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20000
8/17/2020 15:26:37,6-10,"Mobile apps, Desktop apps","Java, JavaScript, Kotlin",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,28300
8/17/2020 19:07:31,1-3,Backend,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16400
8/17/2020 23:00:17,6-10,"DevOps, Backend, Frontend","Java, Python, JavaScript, Bash",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,26000
8/18/2020 0:44:55,11+,"DevOps, Backend","Java, Python, Bash",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,44000
8/18/2020 2:01:38,4-5,Desktop apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20000
8/18/2020 14:52:00,4-5,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,19000
8/18/2020 16:50:52,1-3,Desktop apps,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/18/2020 20:22:26,1-3,DevOps,"Python, Ruby, Go",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15500
8/18/2020 23:03:54,1-3,Desktop apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15600
8/19/2020 1:51:48,1-3,Mobile apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14500
8/19/2020 12:35:39,4-5,DevOps,Python,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18800
8/19/2020 14:34:48,4-5,"DevOps, Backend, Frontend","Java, Python, JavaScript, Bash",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,22000
8/19/2020 15:48:07,4-5,"DevOps, Backend",PHP,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,9.6
8/19/2020 17:00:40,11+,"DevOps, Backend, Desktop apps","Java, Python, Ruby, Bash",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,,57000
8/19/2020 18:47:50,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/19/2020 21:47:50,1-3,"Backend, Frontend","Java, JavaScript",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17000
8/20/2020 0:49:29,4-5,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,22500
8/20/2020 15:10:51,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
8/20/2020 16:01:15,4-5,DevOps,"Python, Ruby, Bash",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,21700
8/21/2020 0:00:38,4-5,Mobile apps,"C++, Python, JavaScript, PHP, Ruby",<10,Και τα δύο,Ναι,Ναι,Αθήνα,Αθήνα,Άντρας,19600
8/21/2020 18:40:43,1-3,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15300
8/21/2020 19:00:23,4-5,"Backend, Frontend","Java, JavaScript",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,20000
8/21/2020 22:07:44,4-5,DevOps,Python,501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,22000
8/22/2020 1:26:59,6-10,Mobile apps,"Java, Kotlin",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,35000
8/22/2020 15:00:45,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/22/2020 17:03:54,4-5,DevOps,"Python, Ruby, Go",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20500
8/22/2020 18:22:15,1-3,AI / ML,Python,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20000
8/22/2020 20:41:48,6-10,Desktop apps,Java,11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,28300
8/22/2020 23:08:05,1-3,"Backend, Frontend","Java, JavaScript",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16000
8/23/2020 0:27:10,4-5,AI / ML,"Python, R",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,25500
8/23/2020 15:42:46,1-3,"DevOps, Backend","Java, Python",201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16400
8/23/2020 18:05:36,4-5,"DevOps, Backend, Frontend",JavaScript,11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,Αθήνα,Άντρας,15000
8/23/2020 19:27:12,4-5,"Backend, Frontend","Java, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19500
8/24/2020 17:16:00,1-3,Backend,Python,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15800
8/24/2020 18:17:26,4-5,"Backend, Frontend","Java, Python, JavaScript",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20000
8/24/2020 19:45:27,1-3,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15400
8/25/2020 0:55:34,6-10,"DevOps, Backend, Frontend, Desktop apps","Java, Python, JavaScript",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,25700
8/25/2020 13:56:25,1-3,DevOps,"Python, Go",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17000
8/25/2020 16:18:39,4-5,AI / ML,Python,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,20500
8/25/2020 19:31:12,6-10,"DevOps, Backend","Java, Python",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,27000
8/26/2020 0:52:14,1-3,Backend,Java,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15200
8/26/2020 1:39:01,4-5,DevOps,R,<10,Και τα δύο,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,20000
8/26/2020 14:22:02,4-5,Mobile apps,Kotlin,201-500,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,19000
8/26/2020 16:40:49,6-10,AI / ML,"Java, Python, Scala",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,53000
8/26/2020 19:35:22,4-5,DevOps,"Python, Ruby",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,22000
8/26/2020 23:26:25,1-3,Desktop apps,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14800
8/27/2020 12:04:46,4-5,Backend,Java,101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,22000
8/27/2020 12:24:56,1-3,Magento,"JavaScript, PHP",11-50,Και τα δύο,Όχι,Ναι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,10000
8/27/2020 17:00:52,6-10,Backend,Java,101-200,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,38000
8/28/2020 10:58:45,4-5,"Backend, Frontend","Java, JavaScript",51-100,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,23000
8/28/2020 14:14:32,6-10,"Backend, Frontend","Java, JavaScript",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,35000
8/28/2020 16:20:08,4-5,DevOps,"Python, Ruby, Go",501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,21500
8/28/2020 18:36:55,1-3,Desktop apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15000
8/28/2020 21:37:50,6-10,Backend,Java,101-200,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,38000
8/28/2020 23:10:49,11+,"DevOps, Backend, Frontend, Mobile apps, Desktop apps","Java, Python, JavaScript",<10,Και τα δύο,Ναι,Ναι,Αθήνα,,Άντρας,80000
8/29/2020 11:58:35,1-3,Mobile apps,"Java, PHP, Swift",11-50,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,12825
8/29/2020 14:46:08,1-3,Backend,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,13000
8/29/2020 18:47:41,1-3,DevOps,"Python, Go, Bash",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,17000
8/29/2020 19:48:16,4-5,Mobile apps,"Java, Kotlin",201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,21500
8/29/2020 22:25:16,6-10,AI / ML,"Java, Python, R, Scala",11-50,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,,38000
8/31/2020 15:49:39,1-3,"Backend, Frontend","Java, JavaScript",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,16500
8/31/2020 21:18:16,4-5,Desktop apps,Java,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,24000
9/1/2020 10:04:37,6-10,DevOps,"Python, Go",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,37000
9/1/2020 11:21:21,1-3,Desktop apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,15400
9/1/2020 16:11:59,4-5,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,23500
9/1/2020 18:26:41,1-3,Desktop apps,Java,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,14800
9/1/2020 18:28:00,1-3,Frontend,JavaScript,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,8200
9/1/2020 19:19:30,4-5,"DevOps, Backend","C++, Python",201-500,Και τα δύο,Όχι,Ναι,Munich,Munich,Άντρας,48000
9/1/2020 21:32:30,4-5,Backend,Java,201-500,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,30000
9/1/2020 23:32:01,Δε δουλεύω ακόμα,Frontend,"JavaScript, PHP",<10,Και τα δύο,Όχι,,Αθήνα,Αθήνα,Άντρας,700
9/1/2020 23:39:45,Δε δουλεύω ακόμα,DevOps,"Java, C#",11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,20000
9/2/2020 0:04:58,1-3,Backend,Java,501+,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18000
9/2/2020 1:08:27,11+,"DevOps, Backend, Frontend, Mobile apps, AI / ML","C#, Python, JavaScript",501+,Και τα δύο,Ναι,Ναι,Αθήνα,Αθήνα,Άντρας,"43000 +ΦΠΑ μικτά (τι καθαρά ρε παιδιά, στην Ελλάδα με μπλοκάκι και τον εφκα να αλλάζει random, δεν βγάζεις άκρη)"
9/2/2020 9:48:54,4-5,"Backend, Frontend","Visual Basic .NET, JavaScript",101-200,Στον χώρο του εργοδότη,Ναι,Ναι,Αθήνα,Αθήνα,Άντρας,1200
9/2/2020 12:05:31,1-3,Backend,Kotlin,101-200,Απομακρυσμένα,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,8500
9/2/2020 12:22:19,11+,Frontend,JavaScript,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,42000 + 1450 (up hellas)
9/2/2020 12:29:22,1-3,Frontend,JavaScript,11-50,Και τα δύο,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,9800
9/2/2020 12:38:39,1-3,"Backend, Frontend, Desktop apps","C#, Visual Basic .NET, PL/SQL",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,14000
9/2/2020 12:39:39,1-3,AI / ML,Python,51-100,Και τα δύο,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,12600
9/2/2020 12:41:59,4-5,"Backend, Frontend","PHP, Ruby, Go",<10,Απομακρυσμένα,Ναι,Ναι,Αθήνα,Αθήνα,Γυναίκα,περίπου 26600
9/2/2020 12:58:45,4-5,"Backend, Frontend","Python, JavaScript, PHP",101-200,Και τα δύο,Ναι,Ναι,Αθήνα,Αθήνα,Γυναίκα,22000
9/2/2020 13:01:10,11+,"DevOps, Backend, Frontend","JavaScript, Ruby",11-50,Και τα δύο,Ναι,Όχι,Amsterdam,Amsterdam,Άντρας,66000
9/2/2020 13:53:22,6-10,"Backend, Frontend, Desktop apps","C#, JavaScript",11-50,Και τα δύο,Όχι,Ναι,Stockholm,Stockholm,Άντρας,38000
9/2/2020 14:20:54,1-3,Backend,"JavaScript, PHP",51-100,Απομακρυσμένα,Ναι,,Ηράκλειο,,,7724
9/2/2020 14:31:02,1-3,"Backend, Frontend","C#, JavaScript",<10,Απομακρυσμένα,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,9000
9/2/2020 14:59:01,1-3,"Backend, Frontend","JavaScript, Node js",<10,Και τα δύο,Ναι,Ναι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,12500
9/2/2020 16:11:58,11+,"Backend, Frontend",PHP,201-500,Στον χώρο του εργοδότη,Όχι,Ναι,Αθήνα,,Άντρας,21700
9/2/2020 17:47:19,1-3,"Backend, Frontend","Python, JavaScript",11-50,Και τα δύο,Όχι,Όχι,Ιωάννινα,Ιωάννινα,Άντρας,10500
9/2/2020 18:20:09,1-3,Backend,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18500
9/2/2020 18:32:58,4-5,"DevOps, Backend, Frontend","Java, Python, JavaScript, Bash",51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,24500
9/2/2020 18:36:07,1-3,Desktop apps,C++,501+,Και τα δύο,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,13000
9/2/2020 18:49:28,1-3,Backend,PHP,51-100,Στον χώρο του εργοδότη,Όχι,Όχι,Θεσσαλονίκη,Θεσσαλονίκη,Άντρας,18912
9/2/2020 19:20:25,6-10,"Backend, Frontend","Java, JavaScript",501+,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,60000
9/2/2020 19:28:55,6-10,Backend,Python,11-50,Και τα δύο,Όχι,Ναι,Σέρρες,Θεσσαλονίκη,Άντρας,17000
9/2/2020 19:42:21,6-10,Backend,"Java, C, JavaScript",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,22800
9/2/2020 19:53:25,1-3,"Backend, Frontend","JavaScript, PHP",11-50,Στον χώρο του εργοδότη,Όχι,,Αθήνα,Αθήνα,Άντρας,10800
9/2/2020 19:53:45,1-3,Mobile apps,Java,11-50,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,,Άντρας,18600
9/2/2020 20:02:20,4-5,DevOps,"Python, Ruby",101-200,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,22700
9/2/2020 21:56:13,1-3,Backend,PHP,11-50,Και τα δύο,Όχι,Ναι,Αθήνα,Αθήνα,Άντρας,17000
9/2/2020 22:19:06,11+,"DevOps, Backend, Frontend, Desktop apps","Java, Python, JavaScript",101-200,Στον χώρο του εργοδότη,Ναι,Όχι,Αθήνα,,Άντρας,65000
9/2/2020 23:46:31,1-3,Backend,Python,<10,Απομακρυσμένα,Όχι,Ναι,Τρίπολη,Αθήνα,Άντρας,8040
9/3/2020 1:03:55,4-5,Desktop apps,Java,<10,Στον χώρο του εργοδότη,Όχι,Όχι,Αθήνα,Αθήνα,Άντρας,17000